taxa	sixhr_dmg	in_6_subset	arabi-defline	baseMean	H1U1_log2FC	I1U1_log2FC	I1H1_log2FC	H6U1_log2FC	I6U1_log2FC	I6H6_log2FC	onehr_dmg	in_1_subset	D_sixhr_dmg	D_in_6_subset	D_onehr_dmg	D_in_1_subset
Vigun01g128600			homolog of yeast autophagy 18 (ATG18) G	58.05543653	-0.812843662	-1.203796083	-0.390952421	-1.678835486	-1.782380091	-0.103544604			-			
Vigun01g128700			Protein kinase family protein	15.27337792	-1.289840797	-0.626151372	0.663689425	-5.268003545	-5.861147122	-0.593143577			--			
Vigun01g128800			receptor-like kinase in in flowers 3	10.39522888	-1.431919009	-1.446242821	-0.014323813	-2.998111067	-2.040338697	0.95777237			-			
Vigun01g131800			isopentenyltransferase 3	40.12169388	0.85635603	1.0393374	0.182981369	-1.431237941	-1.085181942	0.346055998			-			
Vigun01g132200			outer envelope membrane protein 7	1410.936429	-0.165393958	-0.183660265	-0.018266307	-1.072549116	-1.738493501	-0.665944385			-			
Vigun01g132500			TRICHOME BIREFRINGENCE-LIKE 11	185.344601	-0.61122287	-1.380936796	-0.769713926	-1.542084407	-0.955553006	0.586531402			-			
Vigun01g133200			MIRO-related GTP-ase 2	22.72966119	-0.307325413	-0.215266638	0.092058774	-1.023731433	-0.331344036	0.692387398			-			
Vigun01g136600			sulfate transporter 3;1	142.8896504	-0.290174671	-0.60129692	-0.311122249	-2.5841534	-2.68105886	-0.09690546			-			
Vigun01g137100			heat shock transcription factor  A6B	87.3752894	0.505829285	-0.385541814	-0.891371099	-2.738847726	-3.130002379	-0.391154652			--			
Vigun01g137200			indeterminate(ID)-domain 12	35.40913861	-1.300994653	-1.430400417	-0.129405765	-1.418898863	-0.746819608	0.672079255			-			
Vigun01g137900			no annotation	18.43406255	-0.27397697	-0.288795527	-0.014818557	-3.972328674	-3.490811987	0.481516687			--			
Vigun01g138300			Protein of unknown function (DUF506)	149.2600917	0.300399737	0.349487578	0.049087841	-1.214469423	-1.328575004	-0.114105581			-			
Vigun01g139200			photosystem II reaction center W	16002.62289	-0.891242092	-0.77851837	0.112723722	-1.944156746	-2.762337813	-0.818181067			-			
Vigun01g139400			magnesium transporter 9	50.79407995	-1.098680408	-1.088526593	0.010153815	-1.518590007	-1.546789288	-0.028199281			-			
Vigun01g147100			photosystem II reaction center PSB28 protein	45.65720421	-0.337936924	-0.403052159	-0.065115235	-4.755424447	-5.26541501	-0.509990563			--			
Vigun01g147700			Pyridoxal phosphate (PLP)-dependent transferases superfamily protein	26.85498843	-0.607709597	-0.416926506	0.190783091	-1.56343602	-1.740035384	-0.176599364			-			
Vigun01g149800			Protein of unknown function (DUF3741)	1465.262677	-0.222919714	-0.581361414	-0.3584417	-2.253159569	-1.927227696	0.325931874			-			
Vigun01g150100			phytochrome interacting factor 3-like 5	53.27315082	0.413108618	-0.352146267	-0.765254884	-1.650739441	-1.788930598	-0.138191157			-			
Vigun01g150400			glycine-rich protein	22.35325127	-0.157802497	-0.724738263	-0.566935765	-2.580930223	-4.462854041	-1.881923818			--			
Vigun01g152900			nodulin MtN21 /EamA-like transporter family protein	55.85468882	-1.078847353	-1.210318374	-0.131471021	-2.162000692	-3.14678385	-0.984783158			--			
Vigun01g153500			Plant protein 1589 of unknown function	50.8199287	-0.421441441	-0.657411272	-0.235969832	-2.288982438	-1.767928207	0.521054231			-			
Vigun01g155100			aluminum sensitive 3	9.157436503	-0.959490701	-0.702493954	0.256996747	-1.546219334	-1.80635669	-0.260137356			-			
Vigun01g155300			Protein phosphatase 2C family protein	6.785930468	-1.124742066	-2.018804221	-0.894062155	-2.697419254	-2.133718268	0.563700986			-			
Vigun01g155800			Glutathione S-transferase family protein	569.7823637	-0.010346055	-0.313101869	-0.302755814	-1.597078796	-0.997527942	0.599550853			-			
Vigun01g156200			Thioredoxin superfamily protein	416.6313491	0.240609251	-0.032766387	-0.273375638	-1.602074998	-1.789052275	-0.186977277			-			
Vigun01g156500			Homeodomain-like superfamily protein	44.74774153	0.004351376	0.783352397	0.779001021	-1.038078719	-2.140796427	-1.102717708			-	In-amplified		
Vigun01g157600			no annotation	15.00720275	-0.783831611	-0.867559241	-0.08372763	-1.367076971	-2.430588201	-1.06351123			-			
Vigun01g157700			no annotation	182.7641819	-0.747812027	-1.229145344	-0.481333317	-1.852463083	-2.0776776	-0.225214517			-			
Vigun01g158100			no annotation	70.39264498	0.350266376	-0.146434959	-0.496701336	-2.939073439	-2.41207792	0.52699552			-			
Vigun01g158200			Seven transmembrane MLO family protein	49.792504	-0.342812003	-0.118643661	0.224168342	-1.081698974	-1.670156826	-0.588457853			-			
Vigun01g160500			chromatin remodeling 4	23.4717458	0.201789335	-1.385709042	-1.587498377	-1.180332031	-1.200386778	-0.020054747			-			In-accelerated
Vigun01g163100			ACT-like superfamily protein	332.8577744	-0.06999377	-0.5582361	-0.48824233	-1.216908886	-1.441393035	-0.22448415			-			
Vigun01g163900			triosephosphate isomerase	1992.150286	-0.543288509	-0.064636462	0.478652047	-1.176375047	-1.022962484	0.153412563			-			
Vigun01g165000			UDP-glucosyl transferase 73C2	158.6958897	-0.942924792	-1.035921098	-0.092996307	-2.638846232	-3.63294636	-0.994100128			--			
Vigun01g165100			UDP-glucosyl transferase 73C2	149.9420469	-0.365947533	-0.244456431	0.121491102	-3.825433791	-4.295946421	-0.47051263			--			
Vigun01g167100			Protein kinase family protein	8.289970856	0.014675423	-0.447316198	-0.461991621	-2.374577106	-2.985296726	-0.61071962			-			
Vigun01g169600			heat shock transcription factor A3	129.70461	-0.131278782	-0.323559383	-0.1922806	-1.681934006	-1.51720438	0.164729626			-			
Vigun01g172500			A20/AN1-like zinc finger family protein	1341.674899	0.265072757	0.229439496	-0.035633261	-1.818188391	-1.901193894	-0.083005503			-			
Vigun01g172700			Purple acid phosphatases superfamily protein	36.18293013	0.040265979	-0.566061256	-0.606327235	-1.770749973	-2.101038314	-0.33028834			-			
Vigun01g173700			no annotation	274.1672278	-1.021962991	-0.912017231	0.10994576	-2.909854803	-2.954693646	-0.044838843			-			
Vigun01g174200			pentatricopeptide (PPR) repeat-containing protein	13.37444087	-0.733733545	-0.470299285	0.26343426	-1.303022468	-1.327020304	-0.023997836			-			
Vigun01g179900			UDP-Glycosyltransferase superfamily protein	295.2877275	0.567044667	0.232660808	-0.334383859	-1.748077954	-1.834635159	-0.086557205			-			
Vigun01g181900			no annotation	7.650739188	-0.157994226	-0.855856089	-0.697861863	-2.522300769	-1.739635693	0.782665076			-			
Vigun01g182500			no annotation	27.33644856	1.001916368	0.817449303	-0.184467065	-1.71169357	-1.612798242	0.098895328			-			
Vigun01g182800			ABC-2 type transporter family protein	42.71831442	-0.034937653	-0.222358574	-0.187420921	-1.346762899	-1.963297031	-0.616534132			-			
Vigun01g184700			Protein of unknown function (DUF620)	24.58542575	-0.061207017	0.005508823	0.06671584	-1.268446421	-2.55256466	-1.284118239			-			
Vigun01g185600			Rho GTPase activating protein with PAK-box/P21-Rho-binding domain	161.402803	-0.152823815	-0.414186965	-0.26136315	-1.117131869	-2.310509454	-1.193377585			-	In-amplified		
Vigun01g186100			no annotation	165.4548314	-0.652242477	-0.666127795	-0.013885318	-1.36861428	-1.409246685	-0.040632405			-			
Vigun01g188200			catalytics	247.4557628	-0.19548055	-0.435390898	-0.239910348	-1.231948761	-1.46628242	-0.234333659			-			
Vigun01g191500			F-box family protein	60.24382451	0.051137564	-0.129064057	-0.180201621	-2.022944637	-1.641870055	0.381074582			-			
Vigun01g199100			NFU domain protein 1	84.17891431	-0.811651679	-0.878268645	-0.066616966	-2.004285088	-1.904494534	0.099790555			-			
Vigun01g199600			galactinol synthase 1	1767.942507	0.701302049	0.029460377	-0.671841671	-2.254156645	-2.859897057	-0.605740412			-			
Vigun01g200100			HCO3- transporter family	50.17713717	0.641667713	0.26150376	-0.380163953	-2.638832289	-3.305492181	-0.666659892			--			
Vigun01g201400			Chaperone DnaJ-domain superfamily protein	31.27696429	-0.364887331	-0.310133655	0.054753676	-1.050190374	-0.508560062	0.541630312			-			
Vigun01g208100			chloroplast RNA binding	5775.813385	-0.467133831	-0.356775746	0.110358086	-1.570585386	-1.788690324	-0.218104938			-			
Vigun01g209100			haloacid dehalogenase-like hydrolase family protein	498.4710017	-0.496035941	-0.51727759	-0.02124165	-1.326420218	-2.028220343	-0.701800125			-			
Vigun01g209500			nicotianamine synthase 1	517.8207014	0.318484073	0.192085856	-0.126398217	-1.079645194	-1.632665382	-0.553020189			-			
Vigun01g209900			Adenine nucleotide alpha hydrolases-like superfamily protein	118.3462444	-0.281384688	-0.827061022	-0.545676334	-1.486235212	-2.804923556	-1.318688345			-	In-amplified		
Vigun01g210400			Protein of unknown function (DUF1645)	32.64377499	-0.270683597	-0.899650425	-0.628966828	-2.204243578	-3.053396133	-0.849152555			--			
Vigun01g210500			no annotation	73.2320909	-0.725953345	-0.832823516	-0.106870171	-1.113357284	-1.013453726	0.099903558			-			
Vigun01g212000			Protein phosphatase 2C family protein	88.58508283	-0.80783823	-1.828194199	-1.020355969	-1.75086246	-3.397261984	-1.646399524			--	In-amplified		
Vigun01g214900			nudix hydrolase homolog 17	82.33391433	-0.623084455	-1.030293659	-0.407209205	-1.158483423	-1.554937075	-0.396453651			-			
Vigun01g215600			dehydroascorbate reductase 1	224.1677631	-0.623101403	-0.119220767	0.503880636	-1.056926033	-0.902719045	0.154206988			-			
Vigun01g215900			no annotation	64.85499953	0.591230604	0.049742519	-0.541488085	-1.488680801	-1.58495879	-0.096277989			-			
Vigun01g216500			Protein kinase superfamily protein	14.43838235	-0.266338258	-0.241483233	0.024855025	-1.246144747	-0.689111814	0.557032934			-			
Vigun01g216800			ARM repeat superfamily protein	118.8361545	-0.263980574	-0.393233082	-0.129252508	-1.126812701	-1.008091176	0.118721525			-			
Vigun01g219300			rubisco activase	94324.50424	-0.200772724	-0.414540706	-0.213767982	-2.111017915	-2.930124006	-0.81910609			-			
Vigun01g219600			NAD(P)-binding Rossmann-fold superfamily protein	47.44928857	-0.482637289	-0.398494547	0.084142742	-1.222621104	-1.743456347	-0.520835243			-			
Vigun01g223400			proline transporter 2	180.8926783	0.924872512	0.788939077	-0.135933435	-1.006913826	-1.300041908	-0.293128082			-			
Vigun01g224100			sedoheptulose-bisphosphatase	7612.897031	-0.463260335	-0.465094486	-0.001834151	-1.469696321	-2.637969769	-1.168273449			-	In-amplified		
Vigun01g224500			RNI-like superfamily protein	104.8337021	-0.32917306	-0.629648511	-0.300475451	-1.525208666	-1.352821458	0.172387209			-			
Vigun01g229400			HXXXD-type acyl-transferase family protein	15.97860228	-0.684174983	-0.324736072	0.359438911	-1.298114628	-1.030403033	0.267711595			-			
Vigun01g229500			UDP-glucose pyrophosphorylase 3	269.4978497	-0.387384708	-0.553525661	-0.166140954	-1.405762094	-2.186871789	-0.781109695			-			
Vigun01g230400			ferritin 4	698.7132849	-0.589181221	-0.694010476	-0.104829256	-3.539399971	-3.794527339	-0.255127368			--			
Vigun01g230900			TRICHOME BIREFRINGENCE-LIKE 33	57.151498	-1.019371923	-1.208284945	-0.188913022	-1.064510887	-1.155554118	-0.091043231			-			
Vigun01g231000			PYR1-like 6	2.984405308	-1.537876628	-1.928992987	-0.391116359	-3.368263085	-2.23551946	1.132743624			-			
Vigun01g231700			Protein of unknown function (DUF399 and DUF3411)	129.6517342	0.796252307	-0.402890497	-1.199142804	-2.777784362	-3.532985355	-0.755200993			--			In-accelerated
Vigun01g232800			Zinc finger C-x8-C-x5-C-x3-H type family protein	25.88090153	-0.089005224	-0.865301793	-0.776296569	-1.046569905	-0.890388324	0.156181581			-			
Vigun01g233100			Major facilitator superfamily protein	21.71350881	-0.08527277	-0.138869304	-0.053596534	-2.411811351	-4.821166013	-2.409354663			--	In-amplified		
Vigun01g233300			Uroporphyrinogen decarboxylase	416.6664841	-0.630926794	-0.42865984	0.202266954	-1.012874514	-1.397261399	-0.384386885			-			
Vigun01g233800			TGACG motif-binding factor 4	80.63103965	-0.264094386	-0.308509169	-0.044414782	-1.402664379	-1.459880853	-0.057216474			-			
Vigun01g235400			myo-inositol-1-phosphate synthase 2	959.9353009	0.700766215	0.288941865	-0.41182435	-1.509552603	-1.107877544	0.40167506			-			
Vigun01g235900			Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	48.66439355	0.971057411	-0.385500396	-1.356557807	-1.779674537	-2.401540599	-0.621866063			-			In-accelerated
Vigun01g236100			VQ motif-containing protein	52.13293525	0.034705234	-0.552978937	-0.587684172	-1.277350774	-0.714594644	0.56275613			-			
Vigun01g239200			homeobox protein 16	2665.448832	-0.603838928	-1.246505637	-0.642666709	-1.230024499	-1.781982499	-0.551957999			-			
Vigun01g239900			helicase domain-containing protein / IBR domain-containing protein / zinc finger protein-related	105.441731	-0.818871371	-1.493768123	-0.674896751	-2.076147356	-0.754049128	1.322098228			-			
Vigun01g242700			photosystem II BY	4930.671328	-1.051644579	-0.962914334	0.088730245	-1.050238972	-1.369175602	-0.318936629			-			
Vigun01g243900			heat shock protein 21	839.2364346	0.420542297	-0.464186775	-0.884729073	-3.074807746	-3.711936732	-0.637128986			--			
Vigun01g244000			no annotation	1524.218855	-0.23101533	-0.379970162	-0.148954832	-1.994537349	-2.826244756	-0.831707407			-			
Vigun01g246100			Galactose oxidase/kelch repeat superfamily protein	170.2098914	0.395697193	-0.347620325	-0.743317518	-1.220949319	-1.554434349	-0.33348503			-			
Vigun01g246300			Minichromosome maintenance (MCM2/3/5) family protein	84.1863152	-0.208769104	-0.703307416	-0.494538312	-1.082079716	-1.567141384	-0.485061669			-			
Vigun01g249500			Nucleic acid-binding proteins superfamily	285.1882945	-0.138725646	-0.371055665	-0.232330019	-2.234161286	-2.827032133	-0.592870847			-			
Vigun01g251100			aspartate kinase-homoserine dehydrogenase ii	226.5209904	-0.858388852	0.051388844	0.909777696	-2.169777971	-1.312653219	0.857124752			-			
Vigun01g253400			Rhodanese/Cell cycle control phosphatase superfamily protein	449.8207243	-0.612566003	-0.295348352	0.317217651	-1.296618122	-1.412412303	-0.115794181			-			
Vigun01g255100			alpha/beta-Hydrolases superfamily protein	127.1920824	0.118448029	-0.113239206	-0.231687235	-1.139543855	-2.045607992	-0.906064137			-			
Vigun02g002000			indeterminate(ID)-domain 5	126.3074518	-0.436906016	-0.384378812	0.052527204	-1.014603924	-0.711169554	0.30343437			-			
Vigun02g005400			"cytochrome P450, family 707, subfamily A, polypeptide 2"	25.90669815	-0.133771246	-1.216831573	-1.083060327	-3.305108022	-3.956219963	-0.651111941			--			In-accelerated
Vigun02g010100			no annotation	421.8932878	-0.534375601	-0.938977316	-0.404601715	-1.143497254	-0.606547862	0.536949392			-			
Vigun02g013500			Pentatricopeptide repeat (PPR-like) superfamily protein	801.2560659	-0.552075916	-0.951816415	-0.399740499	-2.557653859	-3.166886698	-0.609232839			--			
Vigun02g017600			UDP-Glycosyltransferase / trehalose-phosphatase family protein	87.84779628	-0.116633263	-0.869597513	-0.752964249	-1.141062847	-0.691730499	0.449332348			-			
Vigun02g018800			cleavage and polyadenylation specificity factor 73 kDa subunit-II	77.2965271	-0.402185408	-0.60365158	-0.201466172	-1.48979579	-1.302163005	0.187632784			-			
Vigun02g025000			hydroxyproline-rich glycoprotein family protein	237.6535836	-1.0020049	-0.786297617	0.215707282	-1.388669701	-1.671541886	-0.282872185			-			
Vigun02g027400			Hydroxyproline-rich glycoprotein family protein	791.8537082	-0.20493562	-0.880073831	-0.675138211	-1.682976309	-2.799769431	-1.116793121			-	In-amplified		
Vigun02g032600			NAD(P)-binding Rossmann-fold superfamily protein	5.985800294	-0.627028506	-0.907168014	-0.280139508	-2.072074874	-1.067697275	1.004377599			-			
Vigun02g036500			Transmembrane amino acid transporter family protein	10.90901424	0.780640614	-0.795610318	-1.576250932	-1.571225264	-0.62822329	0.943001974			-			In-accelerated
Vigun02g037000			Metallo-hydrolase/oxidoreductase superfamily protein	170.542072	0.169957993	-0.130493154	-0.300451147	-1.092097656	-1.149921968	-0.057824312			-			
Vigun02g037800			STT7 homolog STN7	230.8585959	-0.853513283	-1.002242715	-0.148729432	-2.97242502	-3.185216405	-0.212791385			--			
Vigun02g045600			no annotation	6.122601879	-2.476043627	-1.967095086	0.508948541	-2.495515486	-0.697154911	1.798360575			-			
Vigun02g047800			"cytochrome P450, family 78, subfamily A, polypeptide 5"	783.0007754	0.636922783	-0.007302965	-0.644225748	-1.060542606	-1.239971516	-0.179428911			-			
Vigun02g048100			RNA helicase family protein	59.5614746	-0.817433253	-0.69967597	0.117757283	-1.328179289	-0.853127769	0.47505152			-			
Vigun02g049600			ureide permease 2	228.025071	0.198503053	-0.506310646	-0.704813698	-2.906720128	-3.627716879	-0.720996751			--			
Vigun02g053700			Plant protein of unknown function (DUF863)	114.0127723	-0.57718839	-1.019807886	-0.442619495	-1.7541423	-1.396839986	0.357302314			-			
Vigun02g059700			RING/U-box superfamily protein	470.8928461	0.548573139	0.198612363	-0.349960777	-2.183720113	-1.489294968	0.694425145			-			
Vigun02g061500			phytochrome kinase substrate 1	10.81923894	-0.362682519	-1.310880975	-0.948198456	-2.140079238	-3.862637273	-1.722558035			--			
